user_id,F1
s1,0.4791778046722849
s2,0.4791778046722849
s3,0.4791778046722849
s4,0.4791778046722849
s5,0.4791778046722849
s6,0.4791778046722849
s7,-0.6742168604723545
s8,-0.7646549446758658
s9,-1.1751885334939272
s10,0.15687330594642163
s11,0.4791778046722849
s12,0.4791778046722849
s13,0.4791778046722849
s14,0.4791778046722849
s15,0.4791778046722849
s16,0.4791778046722849
s17,-1.4329370891966284
s18,0.4791778046722849
s19,0.4791778046722849
s20,0.4791778046722849
s21,0.4791778046722849
s22,-1.4329579240864037
s23,-1.4329579240864037
s24,-0.6967121759259834
s25,-0.7643538765034191
s26,0.4791778046722849
s27,-0.7618299421000285
s28,-1.4244237915393552
s29,-1.4329370891966284
s30,0.4791778046722849
s31,-1.4152356354812743
s32,-1.424165673863592
s33,0.4791778046722849
s34,-1.628063995471792
s35,0.4791778046722849
s36,0.4791778046722849
s37,0.4791778046722849
s38,0.4791778046722849
s39,0.4791778046722849
s40,0.4791778046722849
s41,0.4791778046722849
s42,0.4791778046722849
s43,0.4791778046722849
s44,0.4791778046722849
s45,0.4791778046722849
s46,0.4791778046722849
